FieldID,Ensemble_ET,Year
WC1,798.0089809,2016
WC2,956.4720176,2016
WC3,945.8340658,2016
WC6,979.1386214,2016
WC4,822.0826907,2016
WC5,867.6266925,2016
WC26,804.8094738,2016
SW4,853.9469418,2016
NW6,730.5947887,2016
NW7,778.6212968,2016
NB1,759.1600242,2016
WC20,881.2642287,2016
WC19,974.4579024,2016
SW3,767.0138936,2016
WC18,894.6170418,2016
WC17,754.8524084,2016
SW5,926.6376532,2016
SW6,902.8376761,2016
WC12,1077.652469,2016
WC8,880.3540286,2016
WC11,825.7216156,2016
WC25,549.0311106,2016
WC16,926.9483026,2016
WC15,864.6172967,2016
NW1,748.1142902,2016
NW2,793.986345,2016
NW3,844.6824315,2016
NW4,820.3335283,2016
NW5,812.1363994,2016
WC23,961.0089888,2016
WC22,820.987545,2016
WC24,796.6045335,2016
NC2,931.112282,2016
NC1,834.5518324,2016
WC21,835.82473,2016
WC13,1050.621733,2016
WC9,989.6560386,2016
SW1,879.8454051,2016
SW2,753.8617012,2016
WC10,883.8483573,2016
WC14,1062.57459,2016
WC7,744.8039516,2016
WC27,809.711382,2016
WC1,974.4592804,2017
WC2,782.779918,2017
WC3,742.5268163,2017
WC6,758.2044215,2017
WC4,979.6588332,2017
WC5,1018.295541,2017
WC26,786.4269731,2017
SW4,785.0917826,2017
NW6,619.9922838,2017
NW7,765.8752698,2017
NB1,734.7605629,2017
WC20,907.6025623,2017
WC19,893.9925117,2017
SW3,790.8689604,2017
WC18,862.3113407,2017
WC17,1005.560993,2017
SW5,911.1349925,2017
SW6,841.0410264,2017
WC12,1063.614228,2017
WC8,922.535459,2017
WC11,996.7367862,2017
WC25,698.7895442,2017
WC16,741.4705158,2017
WC15,853.5681643,2017
NW1,677.4500449,2017
NW2,674.87742,2017
NW3,754.0649161,2017
NW4,782.3618442,2017
NW5,774.8255818,2017
WC23,769.3955294,2017
WC22,992.1064323,2017
WC24,564.0543273,2017
NC2,989.0368052,2017
NC1,902.372735,2017
WC21,805.5138906,2017
WC13,1015.689545,2017
WC9,755.5989428,2017
SW1,864.6815325,2017
SW2,651.0500937,2017
WC10,773.534501,2017
WC14,1032.364861,2017
WC7,959.337512,2017
WC27,830.222847,2017
WC1,825.2911876,2018
WC2,964.9940302,2018
WC3,908.4668031,2018
WC6,967.9388614,2018
WC4,818.4368093,2018
WC5,857.1739264,2018
WC26,831.2730922,2018
SW4,854.4805402,2018
NW6,844.6865432,2018
NW7,347.5007085,2018
NB1,775.6083489,2018
WC20,883.8856853,2018
WC19,824.4303047,2018
SW3,612.1664858,2018
WC18,843.290637,2018
WC17,779.0197749,2018
SW5,861.2657431,2018
SW6,814.5103281,2018
WC12,1093.98313,2018
WC8,989.5809164,2018
WC11,909.4037586,2018
WC25,770.8968037,2018
WC16,711.1994571,2018
WC15,851.9503099,2018
NW1,644.6959806,2018
NW2,815.1043063,2018
NW3,817.770236,2018
NW4,821.4607324,2018
NW5,814.3531415,2018
WC23,909.9996906,2018
WC22,851.1705759,2018
WC24,905.4956533,2018
NC2,895.2725293,2018
NC1,791.6225097,2018
WC21,916.4965095,2018
WC13,1072.614919,2018
WC9,933.460758,2018
SW1,907.7460141,2018
SW2,754.1009533,2018
WC10,845.07427,2018
WC14,1049.613175,2018
WC7,723.8172508,2018
WC27,706.4782063,2018
WC1,897.3776981,2019
WC2,823.291322,2019
WC3,798.8252368,2019
WC6,832.1147341,2019
WC4,913.9647551,2019
WC5,946.506407,2019
WC26,813.6171101,2019
SW4,834.7504554,2019
NW6,687.3602225,2019
NW7,703.7307948,2019
NB1,638.1135579,2019
WC20,995.1600781,2019
WC19,957.6461417,2019
SW3,657.7626105,2019
WC18,789.4891927,2019
WC17,671.0310333,2019
SW5,914.6269399,2019
SW6,863.4161983,2019
WC12,1003.527397,2019
WC8,932.9846681,2019
WC11,581.6523901,2019
WC25,803.2266422,2019
WC16,892.5742576,2019
WC15,960.9271841,2019
NW1,744.0458556,2019
NW2,714.7015472,2019
NW3,706.7244441,2019
NW4,761.384448,2019
NW5,730.6194301,2019
WC23,750.8742783,2019
WC22,912.7939057,2019
WC24,984.493408,2019
NC2,873.661212,2019
NC1,850.0143187,2019
WC21,857.5618276,2019
WC13,954.0588142,2019
WC9,761.2689974,2019
SW1,895.368334,2019
SW2,564.8846465,2019
WC10,899.3637247,2019
WC14,922.0497526,2019
WC7,731.2627766,2019
WC27,768.6359736,2019
WC1,799.2458867,2020
WC2,824.1403207,2020
WC3,936.004501,2020
WC6,887.3648081,2020
WC4,819.7315991,2020
WC5,863.8610242,2020
WC26,767.6807527,2020
SW4,829.1908125,2020
NW6,443.810471,2020
NW7,776.3560755,2020
NB1,725.2106788,2020
WC20,1106.003855,2020
WC19,919.4659561,2020
SW3,362.4562278,2020
WC18,609.6290953,2020
WC17,964.3123455,2020
SW5,893.6141111,2020
SW6,845.5104491,2020
WC12,1076.872504,2020
WC8,901.6658641,2020
WC11,1105.324664,2020
WC25,1028.932514,2020
WC16,761.1866223,2020
WC15,869.9437149,2020
NW1,829.4022527,2020
NW2,794.5040422,2020
NW3,762.764734,2020
NW4,782.1871273,2020
NW5,767.8081363,2020
WC23,911.0165909,2020
WC22,779.6133871,2020
WC24,950.3380364,2020
NC2,874.3700573,2020
NC1,884.0679039,2020
WC21,906.0873515,2020
WC13,1028.000454,2020
WC9,925.365239,2020
SW1,808.9702112,2020
SW2,693.0724694,2020
WC10,808.3297942,2020
WC14,1054.725308,2020
WC7,854.8671905,2020
WC27,938.6494263,2020
WC1,938.0590282,2021
WC2,651.6174411,2021
WC3,734.6172488,2021
WC6,700.3466607,2021
WC4,974.6477011,2021
WC5,980.0572046,2021
WC26,953.0277508,2021
SW4,827.3996518,2021
NW6,766.6017942,2021
NW7,729.5761941,2021
NB1,697.0645694,2021
WC20,849.5033311,2021
WC19,999.8849369,2021
SW3,620.9663626,2021
WC18,676.0647454,2021
WC17,633.5433485,2021
SW5,845.95463,2021
SW6,792.7754545,2021
WC12,1080.255775,2021
WC8,1004.157041,2021
WC11,982.3956484,2021
WC25,1000.493097,2021
WC16,941.4534214,2021
WC15,913.8365322,2021
NW1,753.5074014,2021
NW2,772.4888588,2021
NW3,732.5076345,2021
NW4,794.8298664,2021
NW5,722.2860218,2021
WC23,720.4826771,2021
WC22,931.8661679,2021
WC24,917.7730891,2021
NC2,921.1171496,2021
NC1,796.9453995,2021
WC21,955.7226786,2021
WC13,1007.922663,2021
WC9,659.7890657,2021
SW1,1109.423059,2021
SW2,598.020078,2021
WC10,775.5035101,2021
WC14,1028.79776,2021
WC7,968.3579226,2021
WC27,809.3052556,2021
WC1,693.2412284,2022
WC2,848.5917119,2022
WC3,834.3280645,2022
WC6,954.7906503,2022
WC4,649.9013709,2022
WC5,732.3913721,2022
WC26,1026.744919,2022
SW4,843.0086992,2022
NW6,852.2075407,2022
NW7,662.4652246,2022
NB1,750.2346364,2022
WC20,973.831688,2022
WC19,1034.509506,2022
SW3,466.4848007,2022
WC18,725.4615406,2022
WC17,606.4107436,2022
SW5,851.0598586,2022
SW6,827.8457549,2022
WC12,1085.960465,2022
WC8,732.3751541,2022
WC11,778.2761002,2022
WC25,735.2492942,2022
WC16,686.0592371,2022
WC15,787.2063731,2022
NW1,794.116531,2022
NW2,840.8471001,2022
NW3,858.4667527,2022
NW4,819.816164,2022
NW5,889.1821959,2022
WC23,811.2648851,2022
WC22,659.1530293,2022
WC24,1044.956476,2022
NC2,874.6541418,2022
NC1,916.1237455,2022
WC21,872.0833654,2022
WC13,672.1823427,2022
WC9,1044.35472,2022
SW1,863.0629647,2022
SW2,608.4951704,2022
WC10,1044.213223,2022
WC14,1052.003011,2022
WC7,684.8006558,2022
WC27,886.8993116,2022